School Name,City,State,Postcode,Type,Sector,Status,ACARA ID,DEEWR ID
St Joseph's Primary School,SOUTH GRAFTON,NSW,2460,Primary,Non-Government,Open,43516,1764
St Joseph's Primary School,WEST KEMPSEY,NSW,2440,Primary,Non-Government,Open,43517,1702
St Joseph's Primary School,LAURIETON,NSW,2443,Primary,Non-Government,Open,43520,1703
St Joseph's Primary School,MACLEAN,NSW,2463,Primary,Non-Government,Open,43524,1772
St Joseph's Primary School,SOUTH MURWILLUMBAH,NSW,2484,Primary,Non-Government,Open,43527,1700
St Joseph's Primary School,PORT MACQUARIE,NSW,2444,Primary,Non-Government,Open,43529,1730
St Joseph's Primary School,TWEED HEADS,NSW,2485,Primary,Non-Government,Open,43533,14559
St Joseph's Primary School,WAUCHOPE,NSW,2446,Primary,Non-Government,Open,43534,1798
St Joseph's Primary School,WOODBURN,NSW,2472,Primary,Non-Government,Open,43535,1734
St Joseph's Primary School,BLAYNEY,NSW,2799,Primary,Non-Government,Open,43548,1735
St Joseph's Primary School,BALRANALD,NSW,2715,Primary,Non-Government,Open,43581,2191
St Joseph's Primary School,CONDOBOLIN,NSW,2877,Primary,Non-Government,Open,43586,1757
St Joseph's Primary School,HILLSTON,NSW,2675,Primary,Non-Government,Open,43590,1767
St Joseph's Primary School,NYNGAN,NSW,2825,Primary,Non-Government,Open,43592,1782
St Joseph's Primary School,PEAK HILL,NSW,2869,Primary,Non-Government,Open,43594,1784
St Joseph's Primary School,CULCAIRN,NSW,2660,Primary,Non-Government,Open,43605,1758
St Joseph's Primary School,FINLEY,NSW,2713,Primary,Non-Government,Open,43606,1723
St Joseph's Primary School,JERILDERIE,NSW,2716,Primary,Non-Government,Open,43610,1803
St Joseph's Primary School,JUNEE,NSW,2663,Primary,Non-Government,Open,43611,1768
St Joseph's Primary School,LEETON,NSW,2705,Primary,Non-Government,Open,43612,1725
St Joseph's Primary School,LOCKHART,NSW,2656,Primary,Non-Government,Open,43613,1771
St Joseph's Primary School,NARRANDERA,NSW,2700,Primary,Non-Government,Open,43614,1779
St Joseph's Primary School,WAGGA WAGGA,NSW,2650,Primary,Non-Government,Open,43624,14313
St Joseph's Primary School,NORTHCOTE,VIC,3070,Primary,Non-Government,Open,45655,1085
St Joseph's Primary School,WARRNAMBOOL,VIC,3280,Primary,Non-Government,Open,45720,1101
St Joseph's Primary School,WARRAGUL,VIC,3820,Primary,Non-Government,Open,45757,1100
St Joseph's Primary School,MALVERN,VIC,3144,Primary,Non-Government,Open,45782,1084
St Joseph's Primary School,NAGAMBIE,VIC,3608,Primary,Non-Government,Open,45800,2425
St Joseph's Primary School,SORRENTO,VIC,3943,Primary,Non-Government,Open,45836,1095
St Joseph's Primary School,RED CLIFFS,VIC,3496,Primary,Non-Government,Open,45839,1093
St Joseph's Primary School,CORINDA,QLD,4075,Primary,Non-Government,Open,47717,609
St Joseph's Primary School,KANGAROO POINT,QLD,4169,Primary,Non-Government,Open,47718,621
St Joseph's Primary School,WANDAL,QLD,4700,Primary,Non-Government,Open,47806,627
St Joseph's Primary School,NAMBOUR,QLD,4560,Primary,Non-Government,Open,47890,601
St Joseph's Primary School,O'CONNOR,ACT,2602,Primary,Non-Government,Open,49973,2053
St Joseph's Regional College,PORT MACQUARIE,NSW,2444,Secondary,Non-Government,Open,43540,28131
St Joseph's School,ADELONG,NSW,2729,Primary,Non-Government,Open,43127,1738
St Joseph's School,BOMBALA,NSW,2632,Primary,Non-Government,Open,43131,1748
St Joseph's School,BOOROWA,NSW,2586,Primary,Non-Government,Open,43132,1749
St Joseph's School,GRENFELL,NSW,2810,Primary,Non-Government,Open,43140,1765
St Joseph's School,GILGANDRA,NSW,2827,Primary,Non-Government,Open,43566,1763
St Joseph's School,MANILDRA,NSW,2865,Primary,Non-Government,Open,43569,1774
St Joseph's School,MOLONG,NSW,2866,Primary,Non-Government,Open,43570,1777
St Joseph's School,PORTLAND,NSW,2847,Primary,Non-Government,Open,43573,1729
St Joseph's School,BARRABA,NSW,2347,Primary,Non-Government,Open,43631,1743
St Joseph's School,MUNGINDI,NSW,2406,Primary,Non-Government,Open,43637,1778
St Joseph's School,QUIRINDI,NSW,2343,Primary,Non-Government,Open,43639,1786
St Joseph's School,WEST TAMWORTH,NSW,2340,Primary,Non-Government,Open,43641,1790
St Joseph's School,TENTERFIELD,NSW,2372,Primary,Non-Government,Open,43643,1791
St Joseph's School,URALLA,NSW,2358,Primary,Non-Government,Open,43644,1794
St Joseph's School,WALGETT,NSW,2832,Primary,Non-Government,Open,43646,1796
St Joseph's School,WARIALDA,NSW,2402,Primary,Non-Government,Open,43647,1797
St Joseph's School,WEE WAA,NSW,2388,Primary,Non-Government,Open,43648,1799
St Joseph's School,GLEN INNES,NSW,2370,Primary,Non-Government,Open,43650,13652
St Joseph's School,HAWTHORN,VIC,3122,Primary,Non-Government,Open,45653,1064
St Joseph's School,BENALLA,VIC,3672,Primary,Non-Government,Open,45670,1063
St Joseph's School,CHARLTON,VIC,3525,Primary,Non-Government,Open,45684,1053
St Joseph's School,PENSHURST,VIC,3289,Primary,Non-Government,Open,45699,1089
St Joseph's School,NUMURKAH,VIC,3636,Primary,Non-Government,Open,45719,1086
St Joseph's School,COLLINGWOOD,VIC,3066,Primary,Non-Government,Open,45727,1076
St Joseph's School,ROCHESTER,VIC,3561,Primary,Non-Government,Open,45734,1094
St Joseph's School,BEECHWORTH,VIC,3747,Primary,Non-Government,Open,45743,1062
St Joseph's School,COLERAINE,VIC,3315,Primary,Non-Government,Open,45744,1075
St Joseph's School,QUARRY HILL,VIC,3550,Primary,Non-Government,Open,45758,1092
St Joseph's School,BRUNSWICK WEST,VIC,3055,Primary,Non-Government,Open,45761,1102
St Joseph's School,WONTHAGGI,VIC,3995,Primary,Non-Government,Open,45768,1103
St Joseph's School,KERANG,VIC,3579,Primary,Non-Government,Open,45770,1082
St Joseph's School,KORUMBURRA,VIC,3950,Primary,Non-Government,Open,45775,1083
St Joseph's School,COBRAM,VIC,3644,Primary,Non-Government,Open,45798,1074
St Joseph's School,ORBOST,VIC,3888,Primary,Non-Government,Open,45802,1087
St Joseph's School,CHELSEA,VIC,3196,Primary,Non-Government,Open,45808,1072
St Joseph's School,CRIB POINT,VIC,3919,Primary,Non-Government,Open,45815,1078
St Joseph's School,BLACK ROCK,VIC,3193,Primary,Non-Government,Open,45826,1070
St Joseph's School,TRAFALGAR,VIC,3824,Primary,Non-Government,Open,45829,1098
St Joseph's School,ELSTERNWICK,VIC,3185,Primary,Non-Government,Open,45838,1079
St Joseph's School,HOPETOUN,VIC,3396,Primary,Non-Government,Open,45897,1080
St Joseph's School,YARRA JUNCTION,VIC,3797,Primary,Non-Government,Open,45925,1099
St Joseph's School,BORONIA,VIC,3155,Primary,Non-Government,Open,45968,1071
St Joseph's School,BARDON,QLD,4065,Primary,Non-Government,Open,47716,614
St Joseph's School,NORTH IPSWICH,QLD,4305,Primary,Non-Government,Open,47719,602
St Joseph's School,NUNDAH,QLD,4012,Primary,Non-Government,Open,47721,610
St Joseph's School,CHILDERS,QLD,4660,Primary,Non-Government,Open,47750,615
St Joseph's School,GAYNDAH,QLD,4625,Primary,Non-Government,Open,47751,619
St Joseph's School,MURGON,QLD,4605,Primary,Non-Government,Open,47752,625
St Joseph's School,CHINCHILLA,QLD,4413,Primary,Non-Government,Open,47775,598
St Joseph's School,MILLMERRAN,QLD,4357,Primary,Non-Government,Open,47776,622
St Joseph's School,TARA,QLD,4421,Primary,Non-Government,Open,47777,629
St Joseph's School,BUNDABERG,QLD,4670,Primary,Non-Government,Open,47802,608
St Joseph's School,CLERMONT,QLD,4721,Primary,Non-Government,Open,47803,616
St Joseph's School,NORTH ROCKHAMPTON,QLD,4701,Primary,Non-Government,Open,47805,604
St Joseph's School,CLONCURRY,QLD,4824,Primary,Non-Government,Open,47824,617
St Joseph's School,MUNDINGBURRA,QLD,4812,Primary,Non-Government,Open,47825,624
St Joseph's School,MOUNT ISA,QLD,4825,Primary,Non-Government,Open,47826,5353
St Joseph's School,NORTH WARD,QLD,4810,Primary,Non-Government,Open,47827,605
St Joseph's School,ATHERTON,QLD,4883,Primary,Non-Government,Open,47841,613
St Joseph's School,PARRAMATTA PARK,QLD,4870,Primary,Non-Government,Open,47842,603
St Joseph's School,STANTHORPE,QLD,4380,Primary/Secondary,Non-Government,Open,47896,5380
St Joseph's School,BOULDER,WA,6432,Primary,Non-Government,Open,48873,182
St Joseph's School,BUSSELTON,WA,6280,Primary,Non-Government,Open,48879,174
St Joseph's School,KUNUNURRA,WA,6743,Primary,Non-Government,Open,48909,175
St Joseph's School,MOORA,WA,6510,Primary,Non-Government,Open,48922,187
St Joseph's School,NORTHAM,WA,6401,Primary/Secondary,Non-Government,Open,48931,189
St Joseph's School,PEMBERTON,WA,6260,Primary,Non-Government,Open,48935,190
St Joseph's School,PINJARRA,WA,6208,Primary,Non-Government,Open,48939,176
St Joseph's School,QUEENS PARK,WA,6107,Primary,Non-Government,Open,48941,191
St Joseph's School,SOUTHERN CROSS,WA,6426,Primary,Non-Government,Open,48947,192
St Joseph's School,WAROONA,WA,6215,Primary,Non-Government,Open,48953,193
St Joseph's School,WYNDHAM,WA,6740,Primary,Non-Government,Open,48954,194
St Joseph's School,BARMERA,SA,5345,Primary,Non-Government,Open,49709,335
St Joseph's School,WEST HINDMARSH,SA,5007,Primary,Non-Government,Open,49710,340
St Joseph's School,PORT LINCOLN,SA,5606,Primary/Secondary,Non-Government,Open,49711,352
St Joseph's School,RENMARK,SA,5341,Primary,Non-Government,Open,49712,353
St Joseph's School,CLARE,SA,5453,Primary,Non-Government,Open,49734,336
St Joseph's School,GLADSTONE,SA,5473,Primary,Non-Government,Open,49742,338
St Joseph's School,HECTORVILLE,SA,5073,Primary,Non-Government,Open,49747,339
St Joseph's School,KINGSWOOD,SA,5062,Primary,Non-Government,Open,49751,341
St Joseph's School,MURRAY BRIDGE,SA,5253,Primary,Non-Government,Open,49757,344
St Joseph's School,OTTOWAY,SA,5013,Primary,Non-Government,Open,49759,346
St Joseph's School,PAYNEHAM,SA,5070,Primary,Non-Government,Open,49761,347
St Joseph's School,PETERBOROUGH,SA,5422,Primary,Non-Government,Open,49763,349
St Joseph's School,TRANMERE,SA,5073,Primary,Non-Government,Open,49773,358
St Joseph's Tobruk Memorial School,BEENLEIGH,QLD,4207,Primary,Non-Government,Open,47722,631
St Jude the Apostle School,SCORESBY,VIC,3179,Primary,Non-Government,Open,46010,2193
St Jude's Catholic School,LANGFORD,WA,6147,Primary,Non-Government,Open,48972,2728
St Jude's Primary School,HOLDER,ACT,2611,Primary,Non-Government,Open,49974,2901
St Jude's School,LANGWARRIN,VIC,3910,Primary,Non-Government,Open,46030,2434
St Justin's Catholic Primary School,ORAN PARK,NSW,2570,Primary,Non-Government,Open,50387,28906
St Justin's Primary School,WHEELERS HILL,VIC,3150,Primary,Non-Government,Open,46074,4043
St Kevin's Catholic Primary School,DEE WHY,NSW,2099,Primary,Non-Government,Open,43238,1805
St Kevin's Catholic Primary School,EASTWOOD,NSW,2122,Primary,Non-Government,Open,43398,1806
St Kevin's College Heyington,TOORAK,VIC,3142,Primary/Secondary,Non-Government,Open,45848,16108
St Kevin's Parish School,ORMOND,VIC,3204,Primary,Non-Government,Open,45807,1109
St Kevin's Primary School,CARDIFF,NSW,2285,Primary,Non-Government,Open,43304,1754
St Kevin's Primary School,HAMPTON PARK,VIC,3976,Primary,Non-Government,Open,46086,8828
St Kevin's School,TEMPLESTOWE LOWER,VIC,3107,Primary,Non-Government,Open,45999,1108
St Kevin's School,GEEBUNG,QLD,4034,Primary,Non-Government,Open,47724,632
St Kevin's School,BENOWA,QLD,4217,Primary,Non-Government,Open,47761,2527
St Kieran Catholic Primary School,TUART HILL,WA,6060,Primary,Non-Government,Open,48950,195
St Kieran's Catholic Primary School,MANLY VALE,NSW,2093,Primary,Non-Government,Open,43247,1807
St Kieran's Primary School,MOE,VIC,3825,Primary,Non-Government,Open,45873,1110
St Kieran's School,BRIGHTON,QLD,4017,Primary,Non-Government,Open,47725,634
St Kieran's School,MOUNT ISA,QLD,4825,Primary,Non-Government,Open,47815,5354
St Kilda Park Primary School,ST KILDA,VIC,3182,Primary,Government,Open,44470,9269
St Kilda Primary School,ST KILDA,VIC,3182,Primary,Government,Open,44292,9270
St Kilian's Primary School,BENDIGO,VIC,3550,Primary,Non-Government,Open,45751,1111
St Laurence O'Toole Primary School,LEONGATHA,VIC,3953,Primary,Non-Government,Open,45774,1112
St Laurence's College,SOUTH BRISBANE,QLD,4101,Primary/Secondary,Non-Government,Open,47855,15653
St Laurence's Primary School,DUBBO,NSW,2830,Primary,Non-Government,Open,43576,1809
St Laurence's Primary School,FORBES,NSW,2871,Primary,Non-Government,Open,43588,13845
St Lawrence Primary School,BALCATTA,WA,6021,Primary,Non-Government,Open,48864,196
St Lawrence School,DERRIMUT,VIC,3030,Primary,Non-Government,Open,46131,28211
St Lawrence State School,ST LAWRENCE,QLD,4707,Primary,Government,Open,40604,12893
St Lawrence's Primary School,COONABARABRAN,NSW,2357,Primary,Non-Government,Open,43549,1811
St Lawrence's School,GERALDTON,WA,6530,Primary,Non-Government,Open,48872,197
St Leo the Great School,ALTONA NORTH,VIC,3025,Primary,Non-Government,Open,46005,1116
St Leonard's College,BRIGHTON EAST,VIC,3187,Primary/Secondary,Non-Government,Open,46173,1113
St Leonard's Parish Primary School,GLEN WAVERLEY,VIC,3150,Primary,Non-Government,Open,45940,1114
St Leonards Primary School,ST LEONARDS,TAS,7250,Primary,Government,Open,40159,8217
St Leonards Primary School,ST LEONARDS,TAS,7250,Primary,Government,Open,40159,8217
St Leonards Primary School,ST LEONARDS,TAS,7250,Primary,Government,Open,40159,8217
St Leonards Primary School,ST LEONARDS,TAS,7250,Primary,Government,Open,40159,8217
St Leonards Primary School,ST LEONARDS,VIC,3223,Primary,Government,Open,44157,9596
St Leonards Primary School,GLENELG NORTH,SA,5045,Primary,Government,Open,49300,6968
St Leo's Catholic College,WAHROONGA,NSW,2076,Secondary,Non-Government,Open,43271,1813
St Liborius' School,EAGLEHAWK,VIC,3556,Primary,Non-Government,Open,45678,1117
St Louis de Montfort's Primary School,ASPENDALE,VIC,3195,Primary,Non-Government,Open,45974,1118
St Lucy's School,WAHROONGA,NSW,2076,Primary/Secondary,Non-Government,Open,43692,3034
St Luke the Evangelist School,BLACKBURN SOUTH,VIC,3130,Primary,Non-Government,Open,45960,1120
St Luke's Anglican School,BUNDABERG,QLD,4670,Primary/Secondary,Non-Government,Open,48008,15332
St Luke's Catholic Parish School,CAPALABA,QLD,4157,Primary,Non-Government,Open,47926,5917
St Luke's Catholic Primary School,REVESBY,NSW,2212,Primary,Non-Government,Open,43450,1815
St Luke's Catholic Primary School,SHEPPARTON NORTH,VIC,3631,Primary,Non-Government,Open,46115,18026
St Luke's Catholic Primary School,WOODVALE,WA,6026,Primary,Non-Government,Open,48992,13269
St Luke's College,KARRATHA,WA,6714,Secondary,Non-Government,Open,48988,6831
St Luke's Grammar School,DEE WHY,NSW,2099,Primary/Secondary,Non-Government,Open,43996,14235
St Luke's Primary School,LALOR,VIC,3075,Primary,Non-Government,Open,45950,1119
St Luke's School,WANTIRNA,VIC,3152,Primary,Non-Government,Open,46041,2474
St Macartan's School,MORNINGTON,VIC,3931,Primary,Non-Government,Open,45988,1121
St Madeleine's Primary School,KENTHURST,NSW,2156,Primary,Non-Government,Open,43177,6736
St Malachy's School,EDENHOPE,VIC,3318,Primary,Non-Government,Open,45882,1122
St Margaret Mary's Catholic Primary School,RANDWICK NORTH,NSW,2031,Primary,Non-Government,Open,43448,1817
St Margaret Mary's College,HYDE PARK,QLD,4812,Secondary,Non-Government,Open,47911,17225
St Margaret Mary's Primary School,MERRYLANDS,NSW,2160,Primary,Non-Government,Open,43183,1816
St Margaret Mary's School,BRUNSWICK NORTH,VIC,3056,Primary,Non-Government,Open,45772,1124
St Margaret Mary's School,SPOTSWOOD,VIC,3015,Primary,Non-Government,Open,45892,1125
St Margaret Mary's School,CROYDON PARK,SA,5008,Primary,Non-Government,Open,49737,254
St Margaret's Anglican Girls School,ASCOT,QLD,4007,Primary/Secondary,Non-Government,Open,48000,639
St Margaret's Primary School,MARIBYRNONG,VIC,3032,Primary,Non-Government,Open,45915,1129
St Margaret's School,EAST GEELONG,VIC,3219,Primary,Non-Government,Open,45872,1127
St Margaret's School,BERWICK,VIC,3806,Primary/Secondary,Non-Government,Open,46203,1126
St Maria Goretti School,INGLEWOOD,QLD,4387,Primary,Non-Government,Open,47778,640
St Maria Goretti's Catholic School,REDCLIFFE,WA,6104,Primary,Non-Government,Open,48943,200
St Mark's Anglican Community School,HILLARYS,WA,6025,Primary/Secondary,Non-Government,Open,49076,13655
St Mark's Catholic College,STANHOPE GARDENS,NSW,2768,Secondary,Non-Government,Open,43208,23691
St Mark's Catholic Primary School,DRUMMOYNE,NSW,2047,Primary,Non-Government,Open,43395,1819
St Mark's College,PORT PIRIE,SA,5540,Primary/Secondary,Non-Government,Open,49714,362
St Mark's Coptic Orthodox College,WATTLE GROVE,NSW,2173,Primary/Secondary,Non-Government,Open,43998,14239
St Mark's Lutheran School,MOUNT BARKER,SA,5251,Primary,Non-Government,Open,49843,2626
St Mark's Primary School,FAWKNER,VIC,3060,Primary,Non-Government,Open,45843,1130
